Month,Year,Region,Population,Births,"Total Deaths",Tuberculosis,"Pulmonary Tuberculosis","Other Forms, Tuberculosis","Typhoid Fever","Diptheria and Croup",Diptheria,Croup,"Scarlet Fever",Measles,"Whooping Cough",Pneumonia,"Diarrhea and Enteritis, Under 2 Years","Diarrheal Diseases, Under 5 Years",Meningitis,Poliomyelitis,Influenza,Puerperal,Cancer,"External Causes",Violence,Accidental,Suicide,Homicidal,Smallpox,Syphilis,"Heart Disease",Apoplexy,"Bright's Disease",Diabetes,Goiter
January,1901,"Southern counties",651836,...,923,...,107,8,21,...,26,7,4,3,6,163,...,4,9,...,65,3,23,...,22,...,...,...,0,...,...,...,...,...,...
January,1901,Urban,847302,...,1318,...,140,9,20,...,32,2,8,0,3,222,...,5,15,...,91,9,42,...,42,...,...,...,0,...,...,...,...,...,...
January,1901,Rural,1669160,...,2142,...,208,21,48,...,57,9,12,9,9,400,...,3,24,...,162,7,54,...,61,...,...,...,2,...,...,...,...,...,...
January,1901,"Cities, class 1",228171,...,387,...,43,0,4,...,5,0,2,0,1,79,...,1,2,...,28,3,17,...,11,...,...,...,0,...,...,...,...,...,...
January,1901,"Cities, class 2",117787,...,176,...,14,2,4,...,5,0,1,0,0,12,...,1,3,...,9,3,4,...,6,...,...,...,0,...,...,...,...,...,...
January,1901,"Cities, class 3",218623,...,311,...,40,2,3,...,10,0,3,0,1,50,...,2,3,...,19,0,8,...,13,...,...,...,0,...,...,...,...,...,...
January,1901,"Cities, class 4",161751,...,253,...,27,2,7,...,7,1,0,0,0,45,...,1,4,...,23,1,8,...,9,...,...,...,0,...,...,...,...,...,...
January,1901,"Cities, class 5",120970,...,191,...,16,3,2,...,5,1,2,0,1,36,...,0,3,...,12,2,5,...,3,...,...,...,0,...,...,...,...,...,...
February,1901,"Indiana (statewide)",2516462,...,3350,...,374,37,45,...,55,10,23,19,27,608,...,8,43,...,324,12,86,...,96,...,...,...,0,...,...,...,...,...,...
February,1901,"Northern counties",839835,...,960,...,102,9,16,...,20,5,2,5,4,137,...,4,11,...,88,3,36,...,28,...,...,...,0,...,...,...,...,...,...
February,1901,"Central counties",1024791,...,1407,...,149,22,21,...,25,3,12,8,11,252,...,3,16,...,122,3,32,...,41,...,...,...,0,...,...,...,...,...,...
February,1901,"Southern counties",651836,...,983,...,123,6,8,...,10,2,9,6,12,219,...,1,16,...,114,6,18,...,27,...,...,...,0,...,...,...,...,...,...
February,1901,Urban,847302,...,1200,...,146,19,18,...,24,4,7,3,4,167,...,4,15,...,93,8,41,...,42,...,...,...,0,...,...,...,...,...,...
February,1901,Rural,1669160,...,2150,...,228,18,27,...,31,6,16,16,23,441,...,4,28,...,231,4,45,...,54,...,...,...,0,...,...,...,...,...,...
February,1901,"Cities, class 1",228171,...,309,...,45,6,2,...,2,0,1,1,1,35,...,0,1,...,24,4,11,...,9,...,...,...,0,...,...,...,...,...,...
February,1901,"Cities, class 2",117787,...,174,...,16,4,3,...,10,2,0,0,1,23,...,2,2,...,8,0,10,...,6,...,...,...,0,...,...,...,...,...,...
February,1901,"Cities, class 3",218623,...,314,...,42,3,7,...,7,1,3,0,2,53,...,0,1,...,19,2,8,...,11,...,...,...,0,...,...,...,...,...,...
February,1901,"Cities, class 4",161751,...,212,...,20,2,2,...,4,1,1,0,0,28,...,0,5,...,22,2,7,...,9,...,...,...,0,...,...,...,...,...,...
February,1901,"Cities, class 5",120970,...,191,...,23,4,4,...,1,0,2,2,0,28,...,2,6,...,20,0,5,...,7,...,...,...,0,...,...,...,...,...,...
March,1901,"Indiana (statewide)",2516462,...,3272,...,373,40,44,...,29,7,24,43,26,603,...,15,39,...,174,16,81,...,114,...,...,...,5,...,...,...,...,...,...
March,1901,"Northern counties",839835,...,986,...,98,10,14,...,9,3,7,4,4,166,...,6,6,...,54,4,18,...,41,...,...,...,2,...,...,...,...,...,...
March,1901,"Central counties",1024791,...,1375,...,162,17,17,...,12,2,14,23,9,253,...,3,13,...,70,3,42,...,49,...,...,...,2,...,...,...,...,...,...
March,1901,"Southern counties",651836,...,911,...,113,13,13,...,8,2,3,16,13,184,...,6,20,...,50,9,21,...,24,...,...,...,1,...,...,...,...,...,...
March,1901,Urban,847302,...,1164,...,122,17,18,...,12,2,6,6,6,207,...,6,14,...,54,3,31,...,52,...,...,...,1,...,...,...,...,...,...
March,1901,Rural,1669160,...,2108,...,251,23,26,...,17,5,18,37,20,396,...,9,25,...,120,13,50,...,62,...,...,...,4,...,...,...,...,...,...
March,1901,"Cities, class 1",228171,...,310,...,28,8,3,...,4,0,3,1,1,48,...,0,3,...,14,1,10,...,12,...,...,...,1,...,...,...,...,...,...
March,1901,"Cities, class 2",117787,...,159,...,19,0,6,...,2,1,1,2,1,30,...,1,2,...,5,0,3,...,6,...,...,...,0,...,...,...,...,...,...
March,1901,"Cities, class 3",218623,...,324,...,32,5,2,...,4,1,1,3,1,48,...,0,3,...,14,2,10,...,17,...,...,...,0,...,...,...,...,...,...
March,1901,"Cities, class 4",161751,...,213,...,26,2,4,...,1,0,0,0,2,48,...,1,4,...,14,0,3,...,10,...,...,...,0,...,...,...,...,...,...
March,1901,"Cities, class 5",120970,...,158,...,17,2,3,...,1,0,1,0,1,33,...,4,2,...,7,0,5,...,7,...,...,...,0,...,...,...,...,...,...
April,1901,"Indiana (statewide)",2516462,...,2839,...,381,45,39,...,19,6,17,37,27,404,...,15,36,...,128,24,78,...,114,...,...,...,0,...,...,...,...,...,...
April,1901,"Northern counties",839835,...,889,...,113,13,11,...,9,1,7,7,8,111,...,8,13,...,41,7,27,...,33,...,...,...,0,...,...,...,...,...,...
April,1901,"Central counties",1024791,...,1210,...,154,22,16,...,7,3,7,17,9,179,...,1,13,...,51,9,31,...,50,...,...,...,0,...,...,...,...,...,...
April,1901,"Southern counties",651836,...,740,...,114,10,12,...,3,2,3,13,10,114,...,6,10,...,36,8,20,...,31,...,...,...,0,...,...,...,...,...,...
April,1901,Urban,847302,...,1143,...,170,25,23,...,7,1,8,6,8,149,...,6,17,...,38,6,44,...,45,...,...,...,0,...,...,...,...,...,...
April,1901,Rural,1669160,...,1696,...,211,20,16,...,12,5,9,31,19,255,...,9,19,...,90,18,34,...,69,...,...,...,0,...,...,...,...,...,...
April,1901,"Cities, class 1",228171,...,293,...,41,7,5,...,1,1,2,3,2,36,...,0,1,...,10,2,13,...,12,...,...,...,0,...,...,...,...,...,...
April,1901,"Cities, class 2",117787,...,169,...,30,3,3,...,2,0,1,1,1,23,...,1,1,...,4,0,10,...,5,...,...,...,0,...,...,...,...,...,...
April,1901,"Cities, class 3",218623,...,307,...,47,7,6,...,4,0,2,0,2,31,...,2,10,...,12,2,9,...,13,...,...,...,0,...,...,...,...,...,...
April,1901,"Cities, class 4",161751,...,232,...,35,2,7,...,0,0,2,2,3,33,...,2,3,...,5,2,5,...,11,...,...,...,0,...,...,...,...,...,...
April,1901,"Cities, class 5",120970,...,142,...,17,6,2,...,0,0,1,0,0,26,...,1,2,...,7,0,7,...,4,...,...,...,0,...,...,...,...,...,...
May,1901,"Indiana (statewide)",2516462,...,2556,...,354,48,33,...,21,0,7,35,15,250,...,13,27,...,40,17,76,...,136,...,...,...,3,...,...,...,...,...,...
May,1901,"Northern counties",839835,...,800,...,108,8,10,...,8,0,2,6,6,75,...,1,9,...,15,7,27,...,38,...,...,...,0,...,...,...,...,...,...
May,1901,"Central counties",1024791,...,1112,...,139,24,12,...,8,0,2,19,6,111,...,4,12,...,19,6,29,...,60,...,...,...,1,...,...,...,...,...,...
May,1901,"Southern counties",651836,...,644,...,107,16,11,...,5,0,3,10,3,64,...,8,6,...,6,4,20,...,38,...,...,...,2,...,...,...,...,...,...
May,1901,Urban,847302,...,1028,...,134,33,12,...,9,0,3,14,5,116,...,2,9,...,17,3,35,...,68,...,...,...,1,...,...,...,...,...,...
May,1901,Rural,1669160,...,1528,...,220,15,21,...,12,0,4,21,10,134,...,11,18,...,23,14,41,...,68,...,...,...,0,...,...,...,...,...,...
May,1901,"Cities, class 1",228171,...,254,...,34,3,3,...,2,0,0,1,0,28,...,0,1,...,4,0,8,...,20,...,...,...,0,...,...,...,...,...,...
May,1901,"Cities, class 2",117787,...,143,...,9,1,2,...,3,0,2,0,2,21,...,0,2,...,3,1,7,...,12,...,...,...,0,...,...,...,...,...,...
May,1901,"Cities, class 3",218623,...,306,...,42,9,6,...,2,0,0,2,2,35,...,1,3,...,5,0,11,...,15,...,...,...,1,...,...,...,...,...,...
May,1901,"Cities, class 4",161751,...,185,...,29,4,0,...,2,0,0,10,1,14,...,1,3,...,4,1,3,...,8,...,...,...,0,...,...,...,...,...,...
May,1901,"Cities, class 5",120970,...,140,...,20,16,1,...,0,0,1,1,0,18,...,0,0,...,1,1,6,...,13,...,...,...,0,...,...,...,...,...,...
June,1901,"Indiana (statewide)",2516462,...,2243,...,291,35,22,...,15,3,11,13,10,101,...,68,24,...,16,10,83,...,158,...,...,...,0,...,...,...,...,...,...
June,1901,"Northern counties",839835,...,702,...,72,13,9,...,5,3,3,8,3,24,...,12,6,...,2,2,28,...,67,...,...,...,0,...,...,...,...,...,...
June,1901,"Central counties",1024791,...,931,...,129,13,11,...,7,0,7,4,4,49,...,15,5,...,11,4,35,...,61,...,...,...,0,...,...,...,...,...,...
June,1901,"Southern counties",651836,...,610,...,90,9,2,...,3,0,1,1,3,28,...,41,13,...,3,4,20,...,30,...,...,...,0,...,...,...,...,...,...
June,1901,Urban,847302,...,945,...,110,14,13,...,4,0,9,4,5,55,...,40,7,...,5,6,40,...,60,...,...,...,0,...,...,...,...,...,...
June,1901,Rural,1669160,...,1298,...,181,21,9,...,11,3,2,9,5,46,...,28,17,...,11,4,43,...,98,...,...,...,0,...,...,...,...,...,...
June,1901,"Cities, class 1",228171,...,277,...,38,3,1,...,1,0,0,0,1,10,...,14,1,...,1,1,8,...,17,...,...,...,0,...,...,...,...,...,...
June,1901,"Cities, class 2",117787,...,130,...,10,2,2,...,2,0,7,1,1,9,...,4,1,...,2,1,5,...,13,...,...,...,0,...,...,...,...,...,...
June,1901,"Cities, class 3",218623,...,258,...,22,7,7,...,1,0,2,0,0,17,...,13,2,...,1,3,15,...,14,...,...,...,0,...,...,...,...,...,...
June,1901,"Cities, class 4",161751,...,157,...,16,1,1,...,0,0,0,1,3,10,...,5,2,...,1,0,6,...,10,...,...,...,0,...,...,...,...,...,...
June,1901,"Cities, class 5",120970,...,123,...,24,1,2,...,0,0,0,2,0,9,...,4,1,...,0,1,6,...,6,...,...,...,0,...,...,...,...,...,...
July,1901,"Indiana (statewide)",2516462,...,3162,...,335,47,77,...,14,0,5,11,15,53,...,454,25,...,8,6,112,...,195,...,...,...,0,...,...,...,...,...,...
July,1901,"Northern counties",839835,...,791,...,80,8,14,...,7,0,1,5,1,14,...,85,6,...,0,1,32,...,60,...,...,...,0,...,...,...,...,...,...
July,1901,"Central counties",1024791,...,1323,...,123,16,25,...,5,0,3,3,8,18,...,189,12,...,4,2,42,...,83,...,...,...,0,...,...,...,...,...,...
July,1901,"Southern counties",651836,...,1048,...,132,23,38,...,2,0,1,3,6,21,...,180,7,...,4,3,38,...,52,...,...,...,0,...,...,...,...,...,...
July,1901,Urban,847302,...,1259,...,134,11,23,...,8,0,2,6,4,29,...,183,9,...,5,4,48,...,91,...,...,...,0,...,...,...,...,...,...
July,1901,Rural,1669160,...,1903,...,201,36,54,...,6,0,3,5,11,24,...,271,16,...,3,2,64,...,104,...,...,...,0,...,...,...,...,...,...
July,1901,"Cities, class 1",228171,...,393,...,45,8,12,...,1,0,0,1,1,10,...,45,2,...,1,1,12,...,28,...,...,...,0,...,...,...,...,...,...
July,1901,"Cities, class 2",117787,...,173,...,13,0,0,...,1,0,1,3,0,4,...,35,3,...,1,0,5,...,15,...,...,...,0,...,...,...,...,...,...
July,1901,"Cities, class 3",218623,...,301,...,40,1,8,...,2,0,1,2,3,4,...,49,2,...,0,1,7,...,19,...,...,...,0,...,...,...,...,...,...
July,1901,"Cities, class 4",161751,...,241,...,21,2,2,...,2,0,0,0,0,6,...,29,2,...,2,1,14,...,23,...,...,...,0,...,...,...,...,...,...
July,1901,"Cities, class 5",120970,...,151,...,15,0,1,...,2,0,0,0,0,5,...,25,0,...,1,1,10,...,6,...,...,...,0,...,...,...,...,...,...
August,1901,"Indiana (statewide)",2516462,...,2932,...,319,48,137,...,16,4,5,2,19,63,...,464,27,...,9,6,69,...,132,...,...,...,0,...,...,...,...,...,...
August,1901,"Northern counties",839835,...,883,...,86,13,32,...,11,0,1,1,2,20,...,153,6,...,1,0,19,...,46,...,...,...,0,...,...,...,...,...,...
August,1901,"Central counties",1024791,...,1271,...,141,20,55,...,3,3,3,0,9,29,...,214,9,...,3,4,27,...,53,...,...,...,0,...,...,...,...,...,...
August,1901,"Southern counties",651836,...,778,...,92,15,50,...,2,1,1,1,8,14,...,97,12,...,5,2,23,...,33,...,...,...,0,...,...,...,...,...,...
August,1901,Urban,847302,...,1150,...,123,21,40,...,7,2,3,0,6,33,...,171,11,...,4,1,33,...,66,...,...,...,0,...,...,...,...,...,...
August,1901,Rural,1669160,...,1782,...,196,27,97,...,9,2,2,2,13,30,...,293,16,...,5,5,36,...,66,...,...,...,0,...,...,...,...,...,...
August,1901,"Cities, class 1",228171,...,290,...,38,7,9,...,3,1,0,0,0,10,...,28,2,...,1,0,9,...,21,...,...,...,0,...,...,...,...,...,...
August,1901,"Cities, class 2",117787,...,151,...,14,0,6,...,0,0,3,0,3,5,...,25,3,...,1,0,8,...,8,...,...,...,0,...,...,...,...,...,...
August,1901,"Cities, class 3",218623,...,294,...,27,5,13,...,0,0,0,0,1,11,...,39,4,...,0,1,5,...,18,...,...,...,0,...,...,...,...,...,...
August,1901,"Cities, class 4",161751,...,225,...,24,4,6,...,3,1,0,0,1,3,...,33,2,...,1,0,8,...,11,...,...,...,0,...,...,...,...,...,...
August,1901,"Cities, class 5",120970,...,190,...,20,5,6,...,1,0,0,0,1,4,...,46,0,...,1,0,3,...,8,...,...,...,0,...,...,...,...,...,...
September,1901,"Indiana (statewide)",2516462,...,2825,...,264,32,188,...,36,0,4,0,16,73,...,356,17,...,4,7,105,...,113,...,...,...,0,...,...,...,...,...,...
September,1901,"Northern counties",839835,...,842,...,60,9,42,...,5,0,3,0,2,20,...,125,5,...,1,2,32,...,49,...,...,...,0,...,...,...,...,...,...
September,1901,"Central counties",1024791,...,1233,...,117,17,70,...,17,0,1,0,6,33,...,152,8,...,1,3,46,...,34,...,...,...,0,...,...,...,...,...,...
September,1901,"Southern counties",651836,...,750,...,87,6,76,...,14,0,0,0,8,20,...,79,4,...,2,2,27,...,30,...,...,...,0,...,...,...,...,...,...
September,1901,Urban,847302,...,1052,...,98,15,53,...,19,0,1,0,3,35,...,113,3,...,1,3,41,...,63,...,...,...,0,...,...,...,...,...,...
September,1901,Rural,1669160,...,1773,...,166,17,135,...,17,0,3,0,13,38,...,243,14,...,3,4,64,...,50,...,...,...,0,...,...,...,...,...,...
September,1901,"Cities, class 1",228171,...,267,...,29,4,12,...,5,0,0,0,1,16,...,20,1,...,1,0,10,...,20,...,...,...,0,...,...,...,...,...,...
September,1901,"Cities, class 2",117787,...,149,...,15,3,5,...,3,0,0,0,1,4,...,22,0,...,0,2,5,...,13,...,...,...,0,...,...,...,...,...,...
September,1901,"Cities, class 3",218623,...,280,...,25,4,17,...,7,0,0,0,0,10,...,20,2,...,0,1,7,...,13,...,...,...,0,...,...,...,...,...,...
September,1901,"Cities, class 4",161751,...,214,...,15,2,14,...,1,0,1,0,1,4,...,33,0,...,0,0,12,...,7,...,...,...,0,...,...,...,...,...,...
September,1901,"Cities, class 5",120970,...,142,...,14,2,5,...,3,0,0,0,0,1,...,18,0,...,0,0,7,...,10,...,...,...,0,...,...,...,...,...,...
October,1901,"Indiana (statewide)",2516462,...,2614,...,289,50,204,...,52,6,3,1,9,129,...,147,19,...,6,9,92,...,106,...,...,...,0,...,...,...,...,...,...
October,1901,"Northern counties",839835,...,794,...,79,10,60,...,13,2,1,1,0,36,...,45,6,...,0,4,29,...,32,...,...,...,0,...,...,...,...,...,...
October,1901,"Central counties",1024791,...,1123,...,132,25,75,...,21,4,0,0,4,67,...,58,8,...,5,2,42,...,47,...,...,...,0,...,...,...,...,...,...
October,1901,"Southern counties",651836,...,697,...,78,15,69,...,18,0,2,0,5,26,...,44,5,...,1,3,21,...,27,...,...,...,0,...,...,...,...,...,...
October,1901,Urban,847302,...,1037,...,109,27,58,...,28,4,0,0,2,64,...,55,6,...,3,2,42,...,51,...,...,...,0,...,...,...,...,...,...
October,1901,Rural,1669160,...,1577,...,180,23,146,...,24,2,3,1,7,65,...,92,13,...,3,7,50,...,55,...,...,...,0,...,...,...,...,...,...
October,1901,"Cities, class 1",228171,...,251,...,29,6,8,...,3,0,0,0,1,17,...,7,1,...,0,0,9,...,14,...,...,...,0,...,...,...,...,...,...
October,1901,"Cities, class 2",117787,...,160,...,15,3,9,...,2,2,0,0,0,14,...,10,1,...,1,1,6,...,7,...,...,...,0,...,...,...,...,...,...
October,1901,"Cities, class 3",218623,...,302,...,29,9,20,...,14,0,0,0,1,14,...,19,1,...,2,1,17,...,14,...,...,...,0,...,...,...,...,...,...
October,1901,"Cities, class 4",161751,...,209,...,24,4,14,...,6,1,0,0,0,15,...,14,1,...,0,0,6,...,13,...,...,...,0,...,...,...,...,...,...
October,1901,"Cities, class 5",120970,...,115,...,12,5,7,...,3,1,0,0,0,4,...,5,2,...,0,0,4,...,3,...,...,...,0,...,...,...,...,...,...
November,1901,"Indiana (statewide)",2516462,...,2402,...,293,38,156,...,43,6,10,0,10,206,...,58,13,...,10,15,88,...,106,...,...,...,2,...,...,...,...,...,...
November,1901,"Northern counties",839835,...,756,...,79,8,49,...,13,1,5,0,3,69,...,18,1,...,2,2,38,...,38,...,...,...,0,...,...,...,...,...,...
November,1901,"Central counties",1024791,...,999,...,125,20,61,...,17,3,3,0,1,84,...,25,5,...,6,9,35,...,45,...,...,...,0,...,...,...,...,...,...
November,1901,"Southern counties",651836,...,647,...,89,10,46,...,13,2,2,0,6,53,...,15,7,...,2,4,15,...,23,...,...,...,2,...,...,...,...,...,...
November,1901,Urban,847302,...,956,...,124,23,63,...,18,0,3,0,2,82,...,20,4,...,1,6,32,...,41,...,...,...,0,...,...,...,...,...,...
November,1901,Rural,1669160,...,1446,...,169,15,93,...,25,6,7,0,8,124,...,38,9,...,9,9,56,...,65,...,...,...,2,...,...,...,...,...,...
November,1901,"Cities, class 1",228171,...,257,...,35,5,8,...,5,0,0,0,0,21,...,2,0,...,0,0,6,...,10,...,...,...,0,...,...,...,...,...,...
November,1901,"Cities, class 2",117787,...,136,...,14,2,13,...,1,0,0,0,1,13,...,5,1,...,1,1,4,...,8,...,...,...,0,...,...,...,...,...,...
November,1901,"Cities, class 3",218623,...,258,...,38,7,19,...,9,0,0,0,0,20,...,4,1,...,0,0,11,...,10,...,...,...,0,...,...,...,...,...,...
November,1901,"Cities, class 4",161751,...,176,...,23,4,22,...,2,0,2,0,0,17,...,5,2,...,0,2,6,...,8,...,...,...,0,...,...,...,...,...,...
November,1901,"Cities, class 5",120970,...,129,...,14,5,1,...,1,0,1,0,1,11,...,4,0,...,0,3,5,...,5,...,...,...,0,...,...,...,...,...,...
December,1901,"Indiana (statewide)",2516462,...,2842,...,328,34,87,...,51,13,18,3,11,380,...,15,22,...,25,14,82,...,149,...,...,...,0,...,...,...,...,...,...
December,1901,"Northern counties",839835,...,871,...,83,12,22,...,15,5,1,1,0,104,...,4,7,...,7,4,32,...,50,...,...,...,0,...,...,...,...,...,...
December,1901,"Central counties",1024791,...,1161,...,132,12,34,...,12,3,12,1,4,137,...,5,8,...,10,7,30,...,71,...,...,...,0,...,...,...,...,...,...
December,1901,"Southern counties",651836,...,810,...,113,10,31,...,24,5,5,1,7,139,...,6,7,...,8,3,20,...,28,...,...,...,0,...,...,...,...,...,...
December,1901,Urban,847302,...,1110,...,130,15,31,...,20,5,7,1,3,133,...,4,3,...,7,5,40,...,64,...,...,...,0,...,...,...,...,...,...
December,1901,Rural,1669160,...,1732,...,195,19,55,...,31,8,11,2,8,247,...,11,19,...,18,9,41,...,84,...,...,...,0,...,...,...,...,...,...
December,1901,"Cities, class 1",228171,...,281,...,32,1,5,...,8,1,3,0,0,30,...,3,0,...,3,1,8,...,10,...,...,...,0,...,...,...,...,...,...
December,1901,"Cities, class 2",117787,...,161,...,12,4,4,...,1,1,2,0,2,17,...,0,0,...,0,0,11,...,13,...,...,...,0,...,...,...,...,...,...
December,1901,"Cities, class 3",218623,...,305,...,34,5,7,...,4,3,1,0,0,43,...,0,0,...,1,2,9,...,25,...,...,...,0,...,...,...,...,...,...
December,1901,"Cities, class 4",161751,...,215,...,29,4,8,...,5,0,1,0,1,29,...,1,1,...,1,0,9,...,11,...,...,...,0,...,...,...,...,...,...
December,1901,"Cities, class 5",120970,...,148,...,23,1,7,...,2,0,0,1,0,14,...,0,2,...,2,2,3,...,5,...,...,...,0,...,...,...,...,...,...
January,1902,"Indiana (statewide)",2516462,...,2829,...,337,50,71,...,40,7,23,2,18,427,...,20,16,...,64,12,83,...,117,...,...,...,5,...,...,...,...,...,...
January,1902,"Northern counties",839835,...,845,...,90,13,17,...,15,1,6,1,3,111,...,9,3,...,11,6,26,...,43,...,...,...,1,...,...,...,...,...,...
January,1902,"Central counties",1024791,...,1210,...,134,18,32,...,13,3,16,1,3,185,...,9,5,...,24,3,38,...,45,...,...,...,0,...,...,...,...,...,...
January,1902,"Southern counties",651836,...,774,...,113,19,22,...,12,3,1,0,12,131,...,2,8,...,29,3,19,...,29,...,...,...,4,...,...,...,...,...,...
January,1902,Urban,857840,...,1120,...,134,20,30,...,18,3,4,1,7,146,...,9,2,...,13,5,39,...,50,...,...,...,1,...,...,...,...,...,...
January,1902,Rural,1658622,...,1709,...,203,30,41,...,22,4,19,1,11,281,...,11,14,...,51,7,44,...,67,...,...,...,4,...,...,...,...,...,...
January,1902,"Cities, class 1",228171,...,290,...,38,5,4,...,5,1,2,0,1,32,...,1,0,...,4,2,11,...,8,...,...,...,0,...,...,...,...,...,...
January,1902,"Cities, class 2",116787,...,132,...,13,3,2,...,1,0,0,0,2,19,...,1,0,...,0,1,10,...,5,...,...,...,0,...,...,...,...,...,...
January,1902,"Cities, class 3",218623,...,311,...,28,6,12,...,4,1,2,1,1,33,...,5,2,...,3,0,11,...,25,...,...,...,0,...,...,...,...,...,...
January,1902,"Cities, class 4",161751,...,211,...,33,1,10,...,3,0,0,0,3,39,...,1,0,...,4,2,2,...,9,...,...,...,0,...,...,...,...,...,...
January,1902,"Cities, class 5",131508,...,176,...,22,5,2,...,5,1,0,0,0,23,...,1,0,...,2,0,5,...,3,...,...,...,1,...,...,...,...,...,...
February,1902,"Indiana (statewide)",2516462,...,2874,...,337,38,38,...,26,5,19,6,12,512,...,13,21,...,84,17,92,...,119,...,...,...,2,...,...,...,...,...,...
February,1902,"Northern counties",839835,...,848,...,97,8,6,...,5,3,8,2,1,138,...,6,10,...,22,6,26,...,30,...,...,...,1,...,...,...,...,...,...
February,1902,"Central counties",1024791,...,1266,...,148,19,21,...,14,2,8,2,4,222,...,4,11,...,43,5,48,...,51,...,...,...,1,...,...,...,...,...,...
February,1902,"Southern counties",651836,...,760,...,92,11,11,...,7,0,3,2,7,152,...,3,0,...,19,6,18,...,38,...,...,...,0,...,...,...,...,...,...
February,1902,Urban,857840,...,1148,...,144,12,16,...,15,2,8,2,3,170,...,5,5,...,31,4,35,...,56,...,...,...,1,...,...,...,...,...,...
February,1902,Rural,1658622,...,1726,...,193,26,22,...,11,3,11,4,9,342,...,8,16,...,53,13,57,...,63,...,...,...,1,...,...,...,...,...,...
February,1902,"Cities, class 1",228171,...,302,...,43,4,6,...,3,0,3,0,0,50,...,0,1,...,6,0,13,...,9,...,...,...,0,...,...,...,...,...,...
February,1902,"Cities, class 2",116787,...,145,...,20,0,1,...,1,0,1,0,1,22,...,1,0,...,5,0,6,...,7,...,...,...,0,...,...,...,...,...,...
